id,relevance_score,confidence_score,freebase_types,desc_index
Wohnungslosigkeit,0.1773,1.902,[],78
Bezirk Spandau,0.1069,4.616,"['/location/statistical_region', '/film/film_location', '/location/citytown', '/location/de_borough', '/location/location', '/sports/sports_team_location', '/location/dated_location', '/location/administrative_division']",78
Bezirk Spandau,0.04519,4.616,"['/location/statistical_region', '/film/film_location', '/location/citytown', '/location/de_borough', '/location/location', '/sports/sports_team_location', '/location/dated_location', '/location/administrative_division']",78
Persische Sprache,0.1594,15.67,"['/media_common/netflix_genre', '/language/human_language', '/language/languoid']",79
Arabische Sprache,0.1213,15.57,"['/language/languoid', '/media_common/netflix_genre', '/education/field_of_study', '/language/human_language', '/book/book_subject']",79
Englische Sprache,0.1136,3.358,"['/book/school_or_movement', '/language/human_language', '/organization/organization_sector', '/organization/contact_category', '/dataworld/information_source', '/language/languoid', '/book/book_subject', '/education/school_category', '/symbols/namesake', '/education/field_of_study', '/fictional_universe/fictional_language']",79
Berlin-Spandau,0.02527,1.411,"['/location/citytown', '/location/location', '/location/statistical_region', '/location/dated_location']",79
Mensch,0.2707,1.143,"['/book/book_subject', '/biology/organism_classification', '/fictional_universe/character_species', '/media_common/quotation_subject']",80
Alphabetisierung (Lesefähigkeit),0.255,1.473,"['/media_common/quotation_subject', '/organization/organization_sector']",80
Berlin-Spandau,0.01582,1.41,"['/location/citytown', '/location/location', '/location/statistical_region', '/location/dated_location']",80
Mobile App,0.2708,3.751,"['/business/industry', '/business/competitive_space', '/organization/organization_sector', '/computer/operating_system', '/computer/software_genre', '/cvg/cvg_genre', '/book/book_subject', '/internet/website_category', '/business/consumer_product', '/media_common/media_genre']",81
Erzieher,0.2198,1.122,[],81
Kommunikation,0.1888,1.012,"['/media_common/quotation_subject', '/education/field_of_study', '/business/industry', '/computer/software_genre', '/book/book_subject', '/organization/organization_sector', '/internet/website_category', '/organization/contact_category']",81
Webbrowser,0.1606,8.766,"['/computer/operating_system', '/business/product_category', '/computer/software_genre', '/law/invention', '/cvg/cvg_platform']",81
Autonomie,0.3119,1.243,"['/media_common/quotation_subject', '/book/book_subject']",82
Selbstbestimmtes Lernen,0.1308,2.023,[],82
Berlin-Spandau,0.04346,1.417,"['/location/citytown', '/location/location', '/location/statistical_region', '/location/dated_location']",82
ABCami,1.0,1.274,[],83
KASA – Kontrastive Alphabetisierung im Situationsansatz,0.865,1.762,[],83
Sprachwissenschaft,0.3346,18.98,"['/film/film_genre', '/media_common/literary_genre', '/media_common/media_genre', '/book/book_subject', '/award/award_discipline', '/education/field_of_study', '/book/periodical_subject']",83
Deutsche Sprache,0.316,1.984,"['/language/languoid', '/book/book_subject', '/fictional_universe/fictional_language', '/education/field_of_study', '/business/industry', '/media_common/netflix_genre', '/language/human_language']",83
Arabische Sprache,0.3055,9.082,"['/language/languoid', '/media_common/netflix_genre', '/education/field_of_study', '/language/human_language', '/book/book_subject']",83
Alphabetisierung (Lesefähigkeit),0.2968,5.068,"['/media_common/quotation_subject', '/organization/organization_sector']",83
Alphabetisierung (Lesefähigkeit),0.2968,5.165,"['/media_common/quotation_subject', '/organization/organization_sector']",83
Lernpsychologie,0.29,2.873,[],83
Orthographie,0.2816,8.573,"['/education/field_of_study', '/book/book_subject']",83
Türkische Sprache,0.2727,1.357,"['/language/languoid', '/book/book_subject', '/broadcast/genre', '/language/human_language']",83
Grammatik,0.2684,9.264,[],83
Situationsansatz,0.2602,2.959,[],83
Wortschatz,0.2258,6.21,"['/media_common/quotation_subject', '/tv/tv_subject']",83
Muttersprache,0.2117,1.459,[],83
Hessen,0.1985,2.296,"['/organization/organization_scope', '/location/de_state', '/military/military_combatant', '/location/statistical_region', '/location/location', '/location/administrative_division', '/government/governmental_jurisdiction', '/location/dated_location', '/symbols/name_source']",83
Niedersachsen,0.1912,2.847,"['/location/dated_location', '/location/location', '/organization/organization_scope', '/location/administrative_division', '/location/statistical_region', '/location/de_state', '/government/governmental_jurisdiction']",83
Phonetik,0.1762,7.364,['/education/field_of_study'],83
Wien,0.1681,2.378,"['/periodicals/newspaper_circulation_area', '/government/governmental_jurisdiction', '/sports/sports_team_location', '/music/performance_venue', '/film/film_location', '/location/capital_of_administrative_division', '/symbols/name_source', '/location/statistical_region', '/location/administrative_division', '/location/dated_location', '/book/book_subject', '/business/asset_owner', '/location/citytown', '/location/location', '/protected_sites/listed_site', '/travel/travel_destination']",83
Germanistik,0.1563,2.293,"['/education/department', '/education/field_of_study']",83
Kontrastive Linguistik,0.1478,3.113,[],83
Berlin,0.1338,2.45,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",83
Pädagogische Hochschule,0.127,1.429,"['/organization/organization_sector', '/organization/organization', '/education/school_category']",83
Bayern,0.1201,2.829,"['/location/dated_location', '/location/administrative_division', '/symbols/name_source', '/broadcast/tv_station_owner', '/award/award_presenting_organization', '/organization/organization_scope', '/location/de_state', '/film/film_location', '/fictional_universe/fictional_setting', '/government/governmental_jurisdiction', '/location/place_with_neighborhoods', '/travel/travel_destination', '/military/military_combatant', '/location/statistical_region', '/location/location', '/periodicals/newspaper_circulation_area', '/location/country']",83
Linz,0.1182,2.513,"['/location/capital_of_administrative_division', '/travel/travel_destination', '/location/statistical_region', '/location/location', '/location/dated_location', '/symbols/name_source', '/location/citytown', '/location/administrative_division']",83
Nordrhein-Westfalen,0.1154,3.092,"['/location/statistical_region', '/location/de_state', '/location/location', '/periodicals/newspaper_circulation_area', '/organization/organization_scope', '/location/administrative_division', '/location/dated_location', '/government/governmental_jurisdiction']",83
Universität Wien,0.1154,3.692,"['/education/educational_institution_campus', '/internet/website_owner', '/education/educational_institution', '/organization/organization', '/education/university', '/award/ranked_item', '/location/location', '/business/employer']",83
Karen Schramm,0.1073,1.278,['/people/person'],83
Leipzig,0.1061,2.543,"['/religion/religious_leadership_jurisdiction', '/location/statistical_region', '/location/de_urban_district', '/government/governmental_jurisdiction', '/location/administrative_division', '/travel/travel_destination', '/location/citytown', '/location/dated_location', '/symbols/name_source', '/sports/sports_team_location', '/location/capital_of_administrative_division', '/periodicals/newspaper_circulation_area', '/location/location', '/location/de_city']",83
Rheinland-Pfalz,0.08048,2.802,"['/government/governmental_jurisdiction', '/location/location', '/location/dated_location', '/location/de_state', '/organization/organization_scope', '/location/statistical_region', '/location/administrative_division']",83
Migrant,0.009575,2.415,[],83
Clemens Seyfried,0.0,0.5,['/people/person'],83
Institut für Germanistik,0.0,0.5,['/organization/organization'],83
KASA Sozialräume,0.0,0.5,['/organization/organization'],83
KASA,0.0,0.5,['/organization/organization'],83
Integration von Zugewanderten,0.3393,1.01,[],84
Berlin-Hakenfelde,0.2703,4.767,"['/location/dated_location', '/location/location']",84
Bildung,0.2388,1.118,"['/business/customer', '/film/film_genre', '/games/game_genre', '/tv/tv_genre', '/organization/organization_sector', '/architecture/building_complex_function', '/media_common/media_genre', '/book/book_subject', '/people/professional_field', '/government/government_service', '/media_common/quotation_subject', '/organization/contact_category', '/book/periodical_subject', '/business/competitive_space', '/cvg/cvg_genre', '/business/brand', '/conferences/conference_subject', '/media_common/literary_genre', '/broadcast/genre', '/award/award_discipline', '/internet/website_category', '/education/field_of_study', '/atom/feed_category', '/business/industry', '/organization/organization_type', '/film/film_subject']",84
Kultur,0.2238,1.308,"['/architecture/museum', '/architecture/structure', '/location/location', '/projects/project_focus', '/travel/tourist_attraction', '/architecture/building']",84
Kommunikation,0.2578,4.322,"['/media_common/quotation_subject', '/education/field_of_study', '/business/industry', '/computer/software_genre', '/book/book_subject', '/organization/organization_sector', '/internet/website_category', '/organization/contact_category']",85
Wissen,0.2435,4.081,"['/media_common/quotation_subject', '/book/book_subject']",85
Deutsche Sprache,0.2061,1.842,"['/language/languoid', '/book/book_subject', '/fictional_universe/fictional_language', '/education/field_of_study', '/business/industry', '/media_common/netflix_genre', '/language/human_language']",85
Muttersprache,0.2012,11.32,[],85
Persische Sprache,0.1921,17.74,"['/media_common/netflix_genre', '/language/human_language', '/language/languoid']",85
Gesundheit,0.1875,1.591,"['/media_common/quotation_subject', '/business/industry', '/organization/organization_sector', '/media_common/literary_genre', '/internet/website_category', '/education/field_of_study', '/radio/radio_subject', '/broadcast/genre', '/media_common/media_genre', '/exhibitions/exhibition_subject', '/internet/blog', '/business/product_category', '/organization/organization_type', '/book/book_subject', '/book/periodical_subject']",85
Arabische Sprache,0.1697,22.17,"['/language/languoid', '/media_common/netflix_genre', '/education/field_of_study', '/language/human_language', '/book/book_subject']",85
FEMtalk,0.0,0.5,['/organization/organization'],85
Metallbau,0.1658,1.313,[],86
Fahrradmonteur,0.05704,1.777,[],86
Drittes Buch Sozialgesetzbuch,0.2495,6.083,[],89
0.0999999999999999999878,0.0,0.5,[],89
Drittes Buch Sozialgesetzbuch,0.2149,6.073,[],90
45,0.0,0.5,[],90
0.0999999999999999999878,0.0,0.5,[],90
Migrationshintergrund,0.07309,1.682,[],91
Bezirk Marzahn-Hellersdorf,0.1248,4.822,"['/location/location', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/location/de_borough']",92
Berlin,0.1181,2.131,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",92
Sozialberatung,0.2773,2.313,[],93
Unbegleiteter minderjähriger Flüchtling,0.2326,2.799,[],93
Ehrenamt,0.4039,4.513,"['/business/job_title', '/fictional_universe/character_occupation', '/tv/tv_subject']",94
Krebs (Medizin),0.2972,1.341,"['/medicine/disease_cause', '/book/book_subject', '/tv/tv_subject', '/book/periodical_subject', '/medicine/risk_factor', '/fictional_universe/medical_condition_in_fiction', '/people/cause_of_death', '/organization/organization_sector', '/medicine/icd_9_cm_classification', '/education/field_of_study', '/media_common/quotation_subject', '/film/film_subject', '/medicine/disease']",95
Krankheit,0.2214,1.115,"['/people/cause_of_death', '/visual_art/art_subject', '/organization/organization_sector', '/book/book_subject', '/internet/website_category', '/media_common/quotation_subject']",95
Krebs (Medizin),0.2134,1.539,"['/medicine/disease_cause', '/book/book_subject', '/tv/tv_subject', '/book/periodical_subject', '/medicine/risk_factor', '/fictional_universe/medical_condition_in_fiction', '/people/cause_of_death', '/organization/organization_sector', '/medicine/icd_9_cm_classification', '/education/field_of_study', '/media_common/quotation_subject', '/film/film_subject', '/medicine/disease']",95
Berlin,0.1831,2.142,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",95
Deutschen Stiftung für junge,0.0,0.5,['/organization/organization'],95
Jugendsozialarbeit,0.4407,3.681,[],96
Familienzentrum,0.2542,1.551,[],96
Berufsorientierung,0.1288,1.895,[],96
Freier Träger,0.0817,2.107,[],96
Kinder- und Jugendhilfe,0.06636,2.587,[],96
80,0.0,0.5,[],96
FiPP,0.0,0.5,['/organization/organization'],96
Drogentherapie,0.7839,1.2,"['/organization/organization_sector', '/fictional_universe/fictional_organization_type']",97
Drogentherapie,0.7839,1.203,"['/organization/organization_sector', '/fictional_universe/fictional_organization_type']",97
Alkoholkrankheit,0.4084,1.243,"['/fictional_universe/medical_condition_in_fiction', '/film/film_subject', '/medicine/icd_9_cm_classification', '/people/cause_of_death', '/book/book_subject', '/medicine/risk_factor', '/book/periodical_subject', '/medicine/symptom', '/medicine/disease', '/medicine/disease_cause']",97
Arzt,0.2838,2.634,"['/fictional_universe/character_occupation', '/media_common/quotation_subject', '/book/book_subject', '/people/profession', '/visual_art/art_subject']",97
Pathologisches Spielen,0.2775,2.364,"['/medicine/icd_9_cm_classification', '/fictional_universe/medical_condition_in_fiction', '/medicine/disease', '/book/book_subject']",97
Jugendamt,0.1464,2.017,"['/organization/organization', '/business/employer']",97
18,0.0,0.5,[],97
Herzlich willkommen,0.2431,1.069,[],98
Deutschland,0.1741,1.739,"['/periodicals/newspaper_circulation_area', '/film/film_location', '/organization/organization_member', '/business/business_location', '/symbols/name_source', '/location/dated_location', '/military/military_combatant', '/religion/religious_leadership_jurisdiction', '/military/military_post', '/organization/organization_scope', '/organization/contact_category', '/symbols/flag_referent', '/government/governmental_jurisdiction', '/organization/organization_founder', '/travel/travel_destination', '/location/administrative_division', '/cvg/computer_game_region', '/fictional_universe/fictional_setting', '/location/country', '/food/beer_country_region', '/government/political_district', '/media_common/netflix_genre', '/sports/sport_country', '/location/statistical_region', '/exhibitions/exhibition_venue', '/sports/sports_team_location', '/broadcast/tv_station_owner', '/olympics/olympic_participating_country', '/biology/breed_origin', '/business/employer', '/book/book_subject', '/location/location']",98
Kaffee,0.1315,1.188,"['/food/beverage_type', '/food/food', '/media_common/quotation_subject', '/interests/hobbyist', '/business/product_category', '/food/ingredient', '/book/book_subject', '/food/beverage', '/celebrities/abused_substance']",98
Aufwandsentschädigung (Deutschland),0.1274,1.803,[],98
LGBT,0.354,1.669,"['/film/film_genre', '/book/book_subject', '/film/film_festival_focus', '/theater/theater_genre', '/media_common/netflix_genre', '/film/film_subject', '/internet/website_category', '/tv/tv_genre', '/award/award_discipline', '/media_common/media_genre', '/organization/organization_sector']",99
Geschlechterrolle,0.2126,4.65,['/book/book_subject'],99
Kindertagesstätte,0.3564,1.543,"['/book/book_subject', '/travel/accommodation_feature']",100
Polnische Sprache,0.178,13.61,"['/business/industry', '/language/languoid', '/media_common/netflix_genre', '/language/human_language', '/education/field_of_study']",100
Türkische Sprache,0.1754,15.99,"['/language/languoid', '/book/book_subject', '/broadcast/genre', '/language/human_language']",100
Englische Sprache,0.1722,4.531,"['/book/school_or_movement', '/language/human_language', '/organization/organization_sector', '/organization/contact_category', '/dataworld/information_source', '/language/languoid', '/book/book_subject', '/education/school_category', '/symbols/namesake', '/education/field_of_study', '/fictional_universe/fictional_language']",100
Persische Sprache,0.1542,16.57,"['/media_common/netflix_genre', '/language/human_language', '/language/languoid']",100
Russische Sprache,0.1399,4.112,"['/education/field_of_study', '/media_common/netflix_genre', '/business/industry', '/organization/organization_sector', '/book/book_subject', '/language/human_language', '/language/languoid']",100
Sauna,0.1249,2.062,['/travel/accommodation_feature'],100
Essen,0.07472,1.713,"['/location/de_city', '/periodicals/newspaper_circulation_area', '/location/location', '/fictional_universe/fictional_setting', '/location/administrative_division', '/location/citytown', '/sports/sports_team_location', '/protected_sites/listed_site', '/location/de_urban_district', '/location/statistical_region', '/location/dated_location']",100
Spielraum (Ort),0.2288,1.028,[],101
Familienzentrum,0.2072,1.779,[],101
Barrierefreiheit,0.183,1.295,['/organization/organization_sector'],101
FiZ,0.0,0.5,['/organization/organization'],101
Kindertagesstätte,0.1555,1.043,"['/book/book_subject', '/travel/accommodation_feature']",102
Sprachförderung,0.0819,1.89,[],102
Berlin-Märkisches Viertel,0.02438,1.74,['/location/location'],102
Kinder- und Jugendfreizeiteinrichtung,0.4776,1.374,[],103
Jugendsozialarbeit,0.2043,2.97,[],103
Jugendamt,0.185,2.087,"['/organization/organization', '/business/employer']",103
Berlin,0.1806,3.257,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",103
Berlin-Tiergarten,0.18,1.031,"['/location/location', '/location/place_with_neighborhoods']",103
Mehrgenerationenhaus,0.1633,3.114,[],103
Kiez,0.1021,2.883,[],103
Villa Lützow,0.0,0.5,['/location/location'],103
Bezirksamts Mitte von Berlin,0.0,0.5,['/location/location'],103
Mehrgenerationenhaus,0.09371,3.091,[],104
Kiez,0.04726,2.853,[],104
Gesundheitsförderung,0.3559,4.093,"['/education/field_of_study', '/organization/organization_sector']",105
Jugendsozialarbeit,0.3411,3.765,[],105
Prävention,0.1087,2.105,[],105
2009/2010,0.0,0.5,[''],105
Kindergarten,0.5474,4.048,"['/education/school_category', '/education/grade_level']",106
Kindertagesstätte,0.5258,1.679,"['/book/book_subject', '/travel/accommodation_feature']",106
Kinderkrippe,0.3754,2.19,[],106
Bildung,0.33,1.275,"['/business/customer', '/film/film_genre', '/games/game_genre', '/tv/tv_genre', '/organization/organization_sector', '/architecture/building_complex_function', '/media_common/media_genre', '/book/book_subject', '/people/professional_field', '/government/government_service', '/media_common/quotation_subject', '/organization/contact_category', '/book/periodical_subject', '/business/competitive_space', '/cvg/cvg_genre', '/business/brand', '/conferences/conference_subject', '/media_common/literary_genre', '/broadcast/genre', '/award/award_discipline', '/internet/website_category', '/education/field_of_study', '/atom/feed_category', '/business/industry', '/organization/organization_type', '/film/film_subject']",106
Lernen,0.2902,1.195,"['/interests/hobby', '/interests/interest', '/media_common/quotation_subject', '/projects/project_focus', '/education/field_of_study']",106
Berliner Bildungsprogramm,0.2758,1.222,[],106
Early Excellence Centre,0.05014,2.447,[],106
FIPP,0.04202,1.366,[],106
90,0.0,0.5,[],106
8,0.0,0.5,[],106
2,0.0,0.5,[],106
17,0.0,0.5,[],106
FiPP e.V. Fortbildungsinstitut,0.0,0.5,['/organization/organization'],106
Jugendsozialarbeit,0.4382,3.465,[],107
Schulstation,0.1114,2.373,[],107
Kindertagesstätte,0.2709,1.14,"['/book/book_subject', '/travel/accommodation_feature']",108
Theater,0.1103,1.033,"['/media_common/media_genre', '/tv/tv_genre', '/media_common/quotation_subject', '/award/award_discipline', '/organization/organization_sector', '/location/location', '/film/film_festival_focus', '/internet/website_category', '/book/book_subject', '/education/field_of_study', '/people/professional_field', '/film/film_subject']",108
14,0.0,0.5,[],108
Kreativität,0.2662,1.013,"['/book/school_or_movement', '/education/field_of_study', '/media_common/literary_genre', '/film/film_subject', '/exhibitions/exhibition_subject', '/book/book_subject', '/media_common/media_genre', '/media_common/quotation_subject']",109
Rehabilitation,0.2432,1.444,[],109
Ökologie,0.1931,4.153,"['/book/periodical_subject', '/media_common/media_genre', '/media_common/quotation_subject', '/film/film_subject', '/award/award_discipline', '/education/field_of_study', '/organization/organization_sector', '/book/book_subject', '/media_common/literary_genre']",109
Nachhaltigkeit,0.1498,5.253,"['/media_common/media_genre', '/tv/tv_subject', '/organization/organization_sector', '/media_common/literary_genre', '/business/industry', '/media_common/quotation_subject']",109
Kindertagesstätte,0.3973,2.177,"['/book/book_subject', '/travel/accommodation_feature']",110
Kindertagesstätte,0.3424,2.944,"['/book/book_subject', '/travel/accommodation_feature']",110
Sprachförderung,0.1344,1.894,[],110
Kurfürstenstraße (Berlin-Tiergarten),0.1299,2.456,['/location/location'],110
FIPP,0.0288,1.349,[],110
FiPP e.V. Fortbildungsinstitut,0.0,0.5,['/organization/organization'],110
1954,0.0,0.5,[],110
2004,0.0,0.5,[],110
105,0.0,0.5,[],110
Schöneberger,0.0,0.5,['/location/location'],110
Kindertagesstätte,0.3603,1.492,"['/book/book_subject', '/travel/accommodation_feature']",111
1/2,0.0,0.5,[''],111
1,0.0,0.5,[],111
2,0.0,0.5,[],111
Volkssolidarität,0.2954,5.551,['/organization/organization'],112
Ehrenamt,0.2184,2.733,"['/business/job_title', '/fictional_universe/character_occupation', '/tv/tv_subject']",112
Bezirk Mitte,0.1716,1.953,"['/location/administrative_division', '/location/dated_location', '/location/place_with_neighborhoods', '/location/statistical_region', '/location/de_borough', '/location/location', '/location/neighborhood']",112
Ehrenamt,0.1697,2.733,"['/business/job_title', '/fictional_universe/character_occupation', '/tv/tv_subject']",112
Berlin,0.155,2.301,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",112
Torstraße (Berlin),0.1299,3.027,['/location/location'],112
Gemeinwesenarbeit,0.09883,3.131,[],112
Telefon,0.09488,1.083,"['/book/book_subject', '/organization/contact_category', '/interests/collection_category', '/business/product_category', '/award/ranked_item', '/law/us_patent', '/law/invention']",112
Berlin-Pankow,0.09173,1.038,"['/location/statistical_region', '/location/location', '/location/dated_location', '/location/citytown']",112
Kissingenviertel,0.08471,2.263,['/location/location'],112
Regionale Begegnungszentrum Nord -LRB- RBZ,0.0,0.5,['/organization/organization'],112
RBZ,0.0,0.5,['/organization/organization'],112
0.999999999999999999837,0.0,0.5,[],112
Kadiner Straße,0.3267,1.025,['/location/location'],115
Spielplatz,0.2588,1.419,['/award/award_nominated_work'],115
Künstliche Kletteranlage,0.105,1.851,[],115
Berlin-Friedrichshain,0.07884,2.13,"['/location/neighborhood', '/location/dated_location', '/location/statistical_region', '/location/location']",115
Telefonseelsorge Berlin,0.4256,2.032,[],117
Berlin,0.07887,2.102,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",117
telefonseelsorge-berlin.de,0.0,0.5,[''],117
Schulsozialarbeit,0.568,5.713,[],118
Ganztagsschule,0.3347,1.173,"['/business/employer', '/education/school_category', '/organization/organization']",118
Partizipation,0.1875,1.837,['/media_common/quotation_subject'],118
Berlin-Lichtenberg,0.03677,2.748,"['/location/dated_location', '/location/location', '/location/statistical_region', '/location/citytown']",118
George-Orwell-Schule,0.0,0.5,['/organization/organization'],118
Kindertagesstätte,0.1597,1.15,"['/book/book_subject', '/travel/accommodation_feature']",119
Berlin-Biesdorf,0.09504,3.057,['/location/location'],119
Einzugsgebiet,0.04538,1.206,[],119
Schloss Biesdorf,0.01623,1.363,"['/architecture/structure', '/location/location']",119
Kita Biesdorfer Zwergenhaus,0.0,0.5,['/location/location'],119
Biesdorf-Nord,0.0,0.5,['/location/location'],119
Kleingruppen,0.0,0.5,['/location/location'],119
Großeltern,0.2201,1.065,[],120
Onlineberatung,0.3196,3.31,[],121
Antisemitismus,0.2634,1.193,"['/education/field_of_study', '/book/book_subject', '/book/periodical_subject', '/film/film_subject']",121
Rassismus,0.2193,1.877,"['/book/book_subject', '/education/field_of_study', '/film/film_subject', '/event/speech_topic', '/media_common/quotation_subject']",121
Brandanschlag,0.1069,1.172,[],121
VBRG,0.0,0.5,['/organization/organization'],121
25,0.0,0.5,[],121
14,0.0,0.5,[],121
Verband alleinerziehender Mütter und Väter,0.5187,1.485,['/organization/organization'],122
Alleinerziehender,0.5052,2.261,"['/people/profession', '/film/film_subject']",122
Berlin,0.1151,2.124,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",122
Charlotte von Preußen (1798–1860),0.3715,5.0,"['/people/person', '/people/deceased_person', '/people/family_member', '/royalty/noble_person']",123
Pfaueninsel,0.3378,6.608,"['/location/location', '/protected_sites/listed_site', '/geography/geographical_feature', '/geography/island']",123
Berlin-Wannsee,0.3072,2.991,"['/location/dated_location', '/location/citytown', '/location/statistical_region', '/location/location']",123
Frederick William III of Prussia,0.2718,2.107,"['/music/writer', '/media_common/dedicatee', '/music/lyricist', '/people/person', '/military/military_commander', '/royalty/noble_person', '/royalty/monarch', '/people/deceased_person', '/royalty/chivalric_order_member']",123
Nikolaus I. (Russland),0.2147,6.591,"['/people/family_member', '/people/person', '/government/politician', '/royalty/monarch', '/people/deceased_person', '/royalty/chivalric_order_member', '/royalty/noble_person', '/organization/organization_founder']",123
Berlin,0.2046,2.824,"['/periodicals/newspaper_circulation_area', '/location/de_state', '/location/location', '/sports/sports_team_location', '/symbols/name_source', '/people/place_of_interment', '/business/employer', '/location/place_with_neighborhoods', '/location/de_city', '/book/book_subject', '/business/business_location', '/olympics/olympic_bidding_city', '/protected_sites/listed_site', '/location/administrative_division', '/location/statistical_region', '/location/dated_location', '/travel/travel_destination', '/olympics/olympic_host_city', '/organization/organization_scope', '/government/governmental_jurisdiction', '/location/citytown', '/fictional_universe/fictional_setting', '/film/film_location']",123
Großfürst,0.1405,2.096,['/government/form_of_government'],123
Blockhaus,0.1097,1.495,['/architecture/architectural_style'],123
Russlands,0.0,0.5,['/location/location'],123
Steglitz-Wannsee,0.0,0.5,['/location/location'],123
Haltestation Wannsee,0.0,0.5,['/location/location'],123
Haltestelle Pfaueninsel,0.0,0.5,['/location/location'],123
www.blockhaus-nikolskoe.de,0.0,0.5,[''],123
218,0.0,0.5,[],123
5,0.0,0.5,[],123
Psychosoziale Unterstützung,0.1327,1.542,[],124
Wohnplatz,0.0,1.401,[],124
Pflegebedürftigkeit,0.2778,0.9639,[],126
Psychische Störung,0.2277,3.644,"['/organization/organization_sector', '/fictional_universe/medical_condition_in_fiction', '/media_common/quotation_subject', '/medicine/symptom', '/medicine/disease', '/people/cause_of_death', '/radio/radio_subject', '/book/book_subject']",126
Geistige Behinderung,0.2026,1.47,"['/medicine/disease', '/medicine/symptom', '/medicine/icd_9_cm_classification', '/book/book_subject', '/film/film_subject']",126
Behinderung,0.1851,0.9529,"['/media_common/quotation_subject', '/book/book_subject', '/organization/organization_sector', '/tv/tv_subject', '/film/film_subject']",126
Schulbegleiter,0.3714,1.195,[],128
Erwachsenen- und Weiterbildung,0.3029,1.258,"['/business/industry', '/media_common/media_genre', '/education/field_of_study', '/education/school_category']",128
Interkulturelle Öffnung,0.2881,1.058,[],128
Qualifizierung,0.2699,1.01,[],128
Migrationshintergrund,0.1597,2.008,[],128
Integrationskurs,0.8342,5.421,[],132
Bundesamt für Migration und Flüchtlinge,0.5925,4.599,['/organization/organization'],132
